Name,Phone,International Phone,Address,Website,Google Maps,Rating,Reviews,Latitude,Longitude,Business Status,Matched Keywords,Matched Areas,Types
Rent Bike La Mandria,378 003 8380,+39 378 003 8380,"Viale Carlo Emanuele II, 256, 10078 Venaria Reale TO",https://www.facebook.com/rentbikelamandria/,https://maps.google.com/?cid=9547955378168970921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,166,45.141535999999995,7.602536999999999,OPERATIONAL,e-bike rental,"Torino, Piemonte, Italy",service; point_of_interest; establishment
RideAlone Torino - Venaria Reale,376 130 0286,+39 376 130 0286,"Piazza della Repubblica, 10078 Venaria Reale TO",https://ridealone.it/it/punti-vendita/venaria-reale-to/,https://maps.google.com/?cid=6790489106772077915&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,110,45.1349684,7.625737199999999,OPERATIONAL,negozio e-bike; e-bike rental,"Torino, Piemonte, Italy",sportswear_store; bicycle_store; clothing_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
Silvestrini Biciclette dal 1904,02 546 8074,+39 02 546 8074,"Viale Emilio Caldara, 37, 20122 Milano MI",http://www.silvestrinibiciclette.net/,https://maps.google.com/?cid=4988068279795046567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,,45.455889299999996,9.203320999999999,OPERATIONAL,electric bike store,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; store; establishment
Ski & Bike service di Dansero Cesare,393 848 4370,+39 393 848 4370,"Via Madonna delle Rose, 62c, 10134 Torino TO",,https://maps.google.com/?cid=988455420194000208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,83,45.034223100000006,7.6562359,OPERATIONAL,bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",sporting_goods_store; store; point_of_interest; service; establishment
Smart Emotion,011 1923 4829,+39 011 1923 4829,"Via Oddino Morgari, 17, 10028 Trofarello TO",http://www.smartemotion.it/,https://maps.google.com/?cid=9487644239917103526&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,46,44.982764599999996,7.737005099999998,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; service; store; establishment
Smile And Bike,331 258 9676,+39 331 258 9676,"Via Lecco, 18, 20124 Milano MI",http://smileandbike.com/,https://maps.google.com/?cid=12626823512375997638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,71,45.478150799999995,9.2055007,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",point_of_interest; service; establishment
Specialized Bicycle Components Italia srl,02 481 4495,+39 02 481 4495,"Via Valcava, 3, 20155 Milano MI",http://www.specialized.com/it/it/,https://maps.google.com/?cid=7094467166005348081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.5,72,45.4924228,9.1567992,OPERATIONAL,e-bike shop; electric bike store; bici elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
SundayRide Bike Garage,345 357 5082,+39 345 357 5082,"Via Ponte Seveso, 40, 20125 Milano MI",https://www.sundayride.it/,https://maps.google.com/?cid=4619055903756445619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,41,45.490121099999996,9.2057682,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
SuperBike,345 580 5357,+39 345 580 5357,"Via Carlo Farini, 2, 20154 Milano MI",https://superbikemilano.eu/,https://maps.google.com/?cid=6249472490689259890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,143,45.4827249,9.181667299999999,OPERATIONAL,electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",point_of_interest; service; establishment
Takbir E Bike Store,393 117 7453,+39 393 117 7453,"Via Padova, 27, 20127 Milano MI",,https://maps.google.com/?cid=17139975106447005595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,4,45.4894568,9.2210652,OPERATIONAL,biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
Top Riders,352 043 7634,+39 352 043 7634,"Via delle Forze Armate, 105, 20147 Milano MI",,https://maps.google.com/?cid=2235095478960894157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,12,45.4625602,9.125843699999999,OPERATIONAL,biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
Tribù Bikers Torino,348 662 1875,+39 348 662 1875,"Via Nizza, 100, 10126 Torino TO",http://www.tribubikers.com/,https://maps.google.com/?cid=15441751172906488692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.6,101,45.044768999999995,7.6718530000000005,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; service; store; establishment
Triciclo - Mercato dell'usato e officina ciclistica c/o Ecocentro AMIAT,348 452 1890,+39 348 452 1890,"Via Arbe, 12, 10136 Torino TO",http://www.triciclo.com/,https://maps.google.com/?cid=6172039044746896622&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.8,169,45.055494499999995,7.6319096,OPERATIONAL,negozio e-bike,"Torino, Piemonte, Italy",flea_market; bicycle_store; market; sporting_goods_store; store; manufacturer; point_of_interest; establishment
Tripbike,011 1992 3832,+39 011 1992 3832,"Via Saluzzo, 19, 10025 Torino TO",http://www.facebook.com/groups/292969280825574,https://maps.google.com/?cid=13919454099734467884&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,148,45.059337199999995,7.6792127,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",point_of_interest; service; establishment
Ts riparazione e-bike e monopattini elettrici,349 071 9197,+39 349 071 9197,"Via Bologna, 1/E, 10152 Torino TO",,https://maps.google.com/?cid=11209900034499758027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,5,45.0799458,7.689537399999999,OPERATIONAL,e-bike shop; electric bike store; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",point_of_interest; service; establishment
Turbo Moka x DONE!,346 352 9744,+39 346 352 9744,"Corso Garibaldi, 38, 20121 Milano MI",http://www.powerframe.bike/,https://maps.google.com/?cid=4730827428708689130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,68,45.4744883,9.1835445,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",bicycle_store; sporting_goods_store; wholesaler; manufacturer; supplier; store; point_of_interest; establishment
TURINBIKE,011 899 8951,+39 011 899 8951,"Via Alessandro Volta, 11/a, 10121 Torino TO",https://turinbike.com/,https://maps.google.com/?cid=15744589184363082681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,178,45.064808199999995,7.678021,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche; e-bike rental,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; service; point_of_interest; establishment
Tutto Bici,011 765 2950,+39 011 765 2950,"Via S. Giuseppe Benedetto Cottolengo, 2, 10152 Torino TO",,https://maps.google.com/?cid=15691132263346941880&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4,66,45.077886799999995,7.6828170999999985,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; store; establishment
"Univelo Torino - E-Bike, Monopattini Elettrici e Assistenza - RUITOO - ENGWE - KuKirin",327 154 0069,+39 327 154 0069,"Corso Regina Margherita, 127A, 10122 Torino TO",https://ruitoobike.com/,https://maps.google.com/?cid=12941384343849876247&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,10,45.0773809,7.6808787999999995,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; store; manufacturer; point_of_interest; establishment
Unlimited Biking (Formerly Fat Tire Tours),055 395 2724,+39 055 395 2724,"Via Falcone, 7, 20123 Milano MI",https://unlimitedbiking.com/milan/?utm_source=GMBMilan&utm_medium=organic,https://maps.google.com/?cid=12103240382376074506&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,447,45.4622925,9.1876754,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",tour_agency; travel_agency; point_of_interest; service; establishment
Urban Rider,391 345 8134,+39 391 345 8134,"Via Sebastiano Caboto, 42/F, 10129 Torino TO",https://www.facebook.com/URBAN-RIDER-1726026450945512/,https://maps.google.com/?cid=15749495085336182602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,242,45.056707700000004,7.658037299999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; flea_market; market; sporting_goods_store; point_of_interest; manufacturer; store; establishment
VM NOLEGGIOBIKE,328 887 3908,+39 328 887 3908,"Via Concesa, 11, 20069 Vaprio d'Adda MI",,https://maps.google.com/?cid=7513913675530098334&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,69,45.581127699999996,9.532252399999999,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",point_of_interest; service; establishment
Zero Fumo,011 276 0347,+39 011 276 0347,"Via Susa, 14, 10138 Torino TO",http://www.zerofumo.com/,https://maps.google.com/?cid=3588864928643301761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.9,27,45.0728267,7.662744999999999,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Torino, Piemonte, Italy",bicycle_store; sporting_goods_store; point_of_interest; manufacturer; store; establishment
BikeMi,,,"352 - Cordusio - Dante, 20866 Carnate MB",,https://maps.google.com/?cid=10280980359349855482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,1,45.46557,9.18566,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",bike_sharing_station; transportation_service; point_of_interest; service; establishment
BikeMi,,,"87 - Porta Genova, 20144 Milano MI",,https://maps.google.com/?cid=15139011259218329525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,3.7,3,45.4529755,9.169653199999999,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",bike_sharing_station; transportation_service; point_of_interest; service; establishment
BikeMi,,,"101 - Gadio - Paleocapa, 20121 Milano MI",,https://maps.google.com/?cid=6179641176373394916&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,3,45.4699634,9.1754374,OPERATIONAL,e-bike rental,"Milano, Lombardia, Italy",bike_sharing_station; transportation_service; point_of_interest; service; establishment
E-BICI,,,"Via Lattanzio, 64, 20137 Milano MI",https://www.facebook.com/profile.php?id=100093105635898,https://maps.google.com/?cid=12139574347524393261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,18,45.449811499999996,9.1794327,OPERATIONAL,e-bike shop; electric bike store; negozio e-bike; bici elettriche; biciclette elettriche,"Milano, Lombardia, Italy",store; point_of_interest; establishment
